date,title,budget ,domestic_gross,world_gross
2006-12-05,Black Christmas,9000000,16235738,16235738
2006-12-08,The Holiday,85000000,63280000,205190324
2006-12-08,Blood Diamond,100000000,57377916,171377916
2006-12-08,Apocalypto,40000000,50866635,121032272
2006-12-08,Unaccompanied Minors,25000000,16655224,21970831
2006-12-15,The Pursuit of Happyness,55000000,162586036,307311093
2006-12-15,Dreamgirls,75000000,103365956,155708695
2006-12-15,Charlottes Web,82500000,82985708,143985708
2006-12-15,Eragon,100000000,75030163,249488115
2006-12-20,Rocky Balboa,24000000,70269899,156229050
2006-12-20,Letters from Iwo Jima,13000000,13756082,67867998
2006-12-22,Night at the Museum,110000000,250863268,579446407
2006-12-22,We Are Marshall,65000000,43545364,43545364
2006-12-25,Children of Men,76000000,35552383,69845011
2006-12-25,Notes on a Scandal,27500000,17510118,50578411
2007-01-05,Freedom Writers,21000000,36605602,43632609
2007-01-05,Happily NEver After,47000000,15849032,37923818
2007-01-12,Stomp the Yard,14000000,61356221,75525718
2007-01-12,Arthur et les Minimoys,80000000,15132763,113325743
2007-01-26,Epic Movie,20000000,39739367,86858578
2007-01-26,Smokin Aces,17000000,35662731,57263440
2007-02-02,Because I Said So,39000000,42674040,69538833
2007-02-02,The Messengers,16000000,35374833,53774833
2007-02-09,Hannibal Rising,50000000,27669725,80583311
2007-02-09,Das Leben der Anderen,2000000,11284657,81197047
2007-02-14,Music and Lyrics,40000000,50572589,146196885
2007-02-16,Ghost Rider,120000000,115802596,229545589
2007-02-16,Bridge to Terabithia,25000000,82234139,137984788
2007-02-23,The Number 23,32000000,35193167,77593167
2007-02-23,Reno 911!: Miami,10000000,20342161,21851362
2007-02-23,The Astronaut Farmer,13000000,11003643,11141213
2007-03-02,Wild Hogs,60000000,168213584,253555383
2007-03-02,Zodiac,85000000,33080084,83080084
2007-03-09,300,60000000,210614939,454161935
2007-03-09,The Namesake,8500000,13610521,20288774
2007-03-16,Premonition,20000000,47852604,81461343
2007-03-16,Dead Silence,20000000,16574590,20614661
2007-03-16,I Think I Love My Wife,14000000,12559771,13205411
2007-03-23,TMNT,35000000,54149098,96096018
2007-03-23,Shooter,60000000,47003582,95538560
2007-03-23,The Hills Have Eyes II,15000000,20804166,37466538
2007-03-23,Reign Over Me,20000000,19661987,20081987
2007-03-30,Blades of Glory,61000000,118594548,145594548
2007-04-05,The Reaping,40000000,25126214,62226214
2007-04-06,Grindhouse,53000000,25031037,50187789
2007-04-13,Disturbia,20000000,80818974,118537627
2007-04-20,Hot Fuzz,16000000,23618786,81742618
2007-04-20,In the Land of Women,10500000,11052958,14140402
2007-04-27,Next,70000000,18211013,73591500
2007-05-04,Spider-Man 3,250000000,336530303,894860230
2007-05-11,28 Weeks Later,15000000,28638916,64232714
2007-05-11,Georgia Rule,20000000,18882880,20819601
2007-05-17,Shrek the Third,160000000,322719944,807330936
2007-05-24,Pirates of the Caribbean: At Worlds End,300000000,309420425,963420425
2007-06-01,Knocked Up,27500000,148761765,219265952
2007-06-08,Oceans Thirteen,85000000,117144465,311744465
2007-06-08,Surfs Up,100000000,58867694,145395745
2007-06-15,Fantastic Four: Rise of the Silver Surfer,120000000,131921738,289480691
2007-06-15,Nancy Drew,20000000,25584685,30703845
2007-06-22,Evan Almighty,175000000,100289690,174131329
2007-06-22,1408,22500000,71985628,131263370
2007-06-22,Sicko,9000000,24538513,36535837
2007-06-27,Live Free or Die Hard,110000000,134529403,382288147
2007-06-29,Ratatouille,150000000,206445654,626549695
2007-06-29,Evening,30000000,12406646,12885574
2007-07-02,Transformers,150000000,319246193,708272592
2007-07-03,License to Wed,35000000,43799818,70187088
2007-07-11,Harry Potter and the Order of the Phoenix,150000000,292137260,943076457
2007-07-20,I Now Pronounce You Chuck and Larry,85000000,119725280,185708462
2007-07-20,Hairspray,75000000,118871849,203035572
2007-07-27,The Simpsons Movie,72500000,183135014,527071022
2007-07-27,No Reservations,28000000,43107979,91943956
2007-08-03,The Bourne Ultimatum,130000000,227471070,444043396
2007-08-03,Becoming Jane,16500000,18663911,39380876
2007-08-03,Hot Rod,25000000,13938332,14334401
2007-08-08,Daddy Day Camp,6000000,13235267,18209872
2007-08-10,Rush Hour 3,180000000,140125968,256585882
2007-08-10,Stardust,70000000,38634938,137022245
2007-08-17,Superbad,17500000,121463226,169955142
2007-08-17,The Invasion,80000000,15074191,40147042
2007-08-24,Mr. Beans Holiday,25000000,33302167,234981342
2007-08-24,War,25000000,22486409,40686409
2007-08-31,Halloween,15000000,58269151,77514401
2007-09-07,3:10 to Yuma,48000000,53606916,71171825
2007-09-07,Shoot Em Up,39000000,12796824,26796824
2007-09-14,The Brave One,70000000,36793804,69792704
2007-09-14,Across the Universe,45000000,24343673,29367143
2007-09-14,Eastern Promises,50000000,17181265,56077088
2007-09-14,Dragon Wars: D-War,32000000,10977721,79915361
2007-09-21,Resident Evil: Extinction,45000000,50648679,149871103
2007-09-21,Good Luck Chuck,25000000,35017297,59183821
2007-09-21,Into the Wild,20000000,18354356,56822960
2007-09-21,Sydney White,16500000,11892415,13636339
2007-09-28,The Game Plan,22000000,90648202,146590987
2007-09-28,The Kingdom,72000000,47467250,86802457
2007-10-05,Michael Clayton,21500000,49033882,92987651
2007-10-12,Why Did I Get Married?,15000000,55204525,55934178
2007-10-12,We Own the Night,28000000,28563179,55307857
2007-10-12,Elizabeth: The Golden Age,55000000,16285240,74870866
2007-10-19,30 Days of Night,30000000,39568996,80276156
2007-10-19,"Gone, Baby, Gone",19000000,20300218,34352162
2007-10-26,Saw IV,10000000,63300095,135759694
2007-11-02,American Gangster,100000000,130164645,267985456
2007-11-02,Bee Movie,150000000,126631277,287594577
2007-11-09,No Country for Old Men,25000000,74273505,164035753
2007-11-09,Lions for Lambs,35000000,14998070,63211088
2007-11-16,Beowulf,150000000,82280579,195080579
2007-11-21,Enchanted,85000000,127706877,340384141
2007-11-21,This Christmas,13000000,49121934,49733545
2007-11-21,Hitman,24000000,39687694,99135571
2007-11-21,August Rush,25000000,31664162,65882103
2007-11-21,The Mist,13000000,25593755,57189408
2007-11-30,Awake,8600000,14373825,32968648
2007-12-05,Juno,7000000,143495265,231450102
2007-12-07,The Golden Compass,200000000,70107728,367262558
2007-12-07,Atonement,30000000,50980159,129779728
2007-12-14,I am Legend,150000000,256393010,585532684
2007-12-14,Alvin and the Chipmunks,55000000,217326974,362605033
2007-12-14,The Kite Runner,20000000,15800078,74180745
2007-12-21,Charlie Wilsons War,75000000,66661095,119512771
2007-12-21,"P.S., I Love You",30000000,53695808,155769678
2007-12-21,Walk Hard: The Dewey Cox Story,35000000,18317151,20606053
2007-12-25,The Bucket List,45000000,93466502,174807445
2007-12-25,Aliens vs. Predator - Requiem,40000000,41797066,128884494
2007-12-25,The Water Horse: Legend of the Deep,40000000,40412817,103429755
2007-12-25,The Great Debaters,15000000,30226144,30261293
2007-12-26,There Will Be Blood,25000000,40222514,77208711
2008-01-04,One Missed Call,20000000,26890041,44513466
2008-01-18,Cloverfield,25000000,80048433,171302226
2008-01-18,27 Dresses,30000000,76808654,160247805
2008-01-18,Mad Money,22000000,20668843,25044057
2008-01-23,U2 3D,15000000,12898847,26170402
2008-01-25,Rambo,47500000,42754105,112214531
2008-01-25,Meet the Spartans,30000000,38233676,84646831
2008-01-25,Untraceable,35000000,28687835,52649951
2008-02-01,The Eye,12000000,31418697,57577765
2008-02-08,Fools Gold,72500000,70231041,109362966
2008-02-08,Welcome Home Roscoe Jenkins,27500000,42436517,43607627
2008-02-14,Jumper,82500000,80172128,222640812
2008-02-14,The Spiderwick Chronicles,92000000,71195053,162839667
2008-02-14,Step Up 2 the Streets,17500000,58017783,148586910
2008-02-14,"Definitely, Maybe",7000000,32241649,55617866
2008-02-22,Vantage Point,40000000,72266306,150886329
2008-02-22,Be Kind Rewind,20000000,11175164,30894247
2008-02-29,Semi-Pro,55000000,33479698,43980363
2008-02-29,The Other Boleyn Girl,40000000,26814957,78269970
2008-03-07,"10,000 B.C.",105000000,94784201,269065678
2008-03-07,The Bank Job,20000000,30060660,66143005
2008-03-14,Horton Hears a Who,85000000,154529439,299477886
2008-03-14,Never Back Down,21000000,24850922,39319801
2008-03-14,Doomsday,33000000,11008770,21621188
2008-03-21,Meet the Browns,20000000,41975388,41975388
2008-03-21,Drillbit Taylor,40000000,32862104,49686263
2008-03-21,Shutter,8000000,25928550,47782426
2008-03-28,21,35000000,81159365,159846429
2008-03-28,Superhero Movie,35000000,26638520,73026302
2008-03-28,Stop-Loss,25000000,10915744,11229035
2008-04-04,Nims Island,37000000,48006762,101857425
2008-04-04,Leatherheads,58000000,31373938,41348628
2008-04-04,The Ruins,25000000,17432844,22910563
2008-04-11,Prom Night,18000000,43869350,57193655
2008-04-11,Street Kings,20000000,26418667,65457811
2008-04-18,Forgetting Sarah Marshall,30000000,63172463,105173042
2008-04-18,The Forbidden Kingdom,55000000,52075270,129075270
2008-04-18,88 Minutes,30000000,16930884,32955399
2008-04-25,Baby Mama,30000000,60494212,64170447
2008-04-25,Harold & Kumar Escape from Guantanamo Bay,12000000,38108728,43353117
2008-05-02,Iron Man,185000000,318604126,585171547
2008-05-02,Made of Honor,40000000,46012734,106548738
2008-05-09,What Happens in Vegas...,35000000,80277646,218535708
2008-05-09,Speed Racer,120000000,43945766,93394462
2008-05-16,The Chronicles of Narnia: Prince Caspian,224000000,141621490,417341288
2008-05-22,Indiana Jones and the Kingdom of the Crystal Skull,185000000,317101119,786635413
2008-05-30,Sex and the City,57500000,152647258,415247258
2008-05-30,The Strangers,9000000,52597610,83051676
2008-06-06,Kung Fu Panda,130000000,215434591,631910531
2008-06-06,You Dont Mess With the Zohan,90000000,100018837,202910991
2008-06-13,The Incredible Hulk,137000000,134806913,265573859
2008-06-13,The Happening,60000000,64506874,162778384
2008-06-20,Get Smart,80000000,130319208,226739416
2008-06-20,The Love Guru,62000000,32235793,40159017
2008-06-20,Kit Kittredge: An American Girl,10000000,17657973,17657973
2008-06-27,WALL-E,180000000,223808164,532508025
2008-06-27,Wanted,75000000,134508551,342416460
2008-07-01,Hancock,150000000,227946274,624234272
2008-07-02,Mamma Mia!,52000000,144130063,615748772
2008-07-11,Journey to the Center of the Earth,45000000,101704370,243180937
2008-07-11,Hellboy II: The Golden Army,82000000,75986503,160388063
2008-07-11,Meet Dave,60000000,11803254,50648806
2008-07-18,The Dark Knight,185000000,533720947,1001996207
2008-07-18,Space Chimps,37000000,30105968,67029956
2008-07-25,Step Brothers,65000000,100468793,128468793
2008-07-25,The X-Files: I Want to Believe,35000000,20982478,68170792
2008-08-01,The Mummy: Tomb of the Dragon Emperor,175000000,102491776,405760225
2008-08-01,Swing Vote,21000000,16289867,17589867
2008-08-06,Pineapple Express,26000000,87341380,102404019
2008-08-06,The Sisterhood of the Traveling Pants 2,27000000,44089964,44270131
2008-08-13,Tropic Thunder,90000000,110515313,191145256
2008-08-15,Star Wars: The Clone Wars,8500000,35161554,68695443
2008-08-15,Mirrors,35000000,30691439,77220596
2008-08-15,Vicky Cristina Barcelona,16000000,23216709,104504817
2008-08-15,Fly Me To the Moon,25000000,14543943,43530281
2008-08-22,The House Bunny,25000000,48237389,71390601
2008-08-22,Death Race,65000000,36316032,72516819
2008-08-22,The Longshots,23000000,11511323,11778396
2008-08-27,Traitor,22000000,23530831,27882226
2008-08-29,Babylon A.D.,45000000,22532572,70216497
2008-08-29,Disaster Movie,20000000,14190901,36720752
2008-09-05,Bangkok Dangerous,45000000,15298133,46598133
2008-09-12,Burn After Reading,37000000,60355347,168167798
2008-09-12,Righteous Kill,60000000,40081410,78481410
2008-09-12,The Women,16000000,26902075,50103808
2008-09-19,Lakeview Terrace,20000000,39263506,44821299
2008-09-19,Appaloosa,20000000,20211394,27911453
2008-09-19,Igor,22000000,19528602,31013349
2008-09-19,My Best Friends Girl,20000000,19219250,34787111
2008-09-19,The Duchess,27000000,13848978,45160110
2008-09-19,Ghost Town,20000000,13367624,29958228
2008-09-26,Eagle Eye,80000000,101440743,180585259
2008-09-26,Fireproof,500000,33456317,33473297
2008-10-01,Religulous,2500000,13011160,13881317
2008-10-03,Beverly Hills Chihuahua,20000000,94514402,154218168
2008-10-03,Nick and Norahs Infinite Playlist,10000000,31487293,33886017
2008-10-03,Rachel Getting Married,12000000,12796861,17475475
2008-10-10,Body of Lies,67500000,39394666,118556530
2008-10-10,Quarantine,12000000,31691811,41924774
2008-10-17,Max Payne,35000000,40689393,87775050
2008-10-17,The Secret Life of Bees,11000000,37780486,39994347
2008-10-17,W.,25000000,25534493,28575778
2008-10-24,High School Musical 3: Senior Year,11000000,90559416,274392880
2008-10-24,Saw V,10800000,56746769,118209778
2008-10-24,Changeling,55000000,35739802,113805580
2008-10-24,Pride and Glory,30000000,15740721,43440721
2008-10-31,Zack and Miri Make a Porno,24000000,31457946,36856306
2008-10-31,The Haunting of Molly Hartley,5000000,13442412,15318257
2008-11-07,Madagascar: Escape 2 Africa,150000000,180174880,599680774
2008-11-07,Role Models,28000000,67300955,94500826
2008-11-07,Soul Men,40000000,12082391,12345883
2008-11-12,Slumdog Millionaire,14000000,141330703,384530440
2008-11-14,Quantum of Solace,225000000,169368427,591692078
2008-11-21,Twilight,37000000,192769854,402280159
2008-11-21,Bolt,150000000,114053579,328015029
2008-11-26,Four Christmases,80000000,120146040,168311558
2008-11-26,Australia,130000000,49554002,215080810
2008-11-26,Milk,20000000,31841299,57293371
2008-11-26,Transporter 3,40000000,31715062,112930957
2008-12-05,Frost/Nixon,29000000,18622031,28452945
2008-12-10,The Reader,32500000,34194407,112964875
2008-12-12,Gran Torino,25000000,148095302,274543085
2008-12-12,The Day the Earth Stood Still,80000000,79366978,237370350
2008-12-12,Doubt,20000000,33446470,53191101
2008-12-17,The Wrestler,6000000,26238243,46634275
2008-12-19,Yes Man,50000000,97690976,225990976
2008-12-19,Seven Pounds,54000000,69951824,166617328
2008-12-19,The Tale of Despereaux,60000000,50877145,90482317
2008-12-25,Marley & Me,60000000,143153751,247812011
2008-12-25,The Curious Case of Benjamin Button,160000000,127509326,329631958
2008-12-25,Bedtime Stories,80000000,110101975,221468935
2008-12-25,Valkyrie,90000000,83107829,203932174
2008-12-25,The Spirit,60000000,19806188,39006188
2008-12-26,Revolutionary Road,45000000,22951340,79604820
2009-01-09,Bride Wars,30000000,58715510,115150424
2009-01-09,The Unborn,16000000,42670410,78208812
2009-01-09,Not Easily Broken,5000000,10572742,10732909
2009-01-16,Paul Blart: Mall Cop,26000000,146336178,185904750
2009-01-16,Hotel for Dogs,35000000,73178547,122357172
2009-01-16,My Bloody Valentine,14000000,51545952,102836002
2009-01-16,Notorious,19000000,36843682,44972183
2009-01-16,Defiance,50000000,28644813,52987754
2009-01-23,Underworld 3: Rise of the Lycans,35000000,45802315,89102315
2009-01-23,Inkheart,60000000,17303424,66655938
2009-01-30,Taken,25000000,145000989,226941585
2009-01-30,New in Town,8000000,16734283,29937909
2009-02-06,Hes Just Not That Into You,40000000,93953653,181053657
2009-02-06,Coraline,60000000,75286229,126037057
2009-02-06,Push,38000000,31811527,49678401
2009-02-13,Friday the 13th,17000000,65002019,92670237
2009-02-13,The International,50000000,25450527,53850527
2009-02-20,Madea Goes To Jail,17500000,90508336,90508336
2009-02-20,Fired Up,20000000,17231291,18608570
2009-03-06,Watchmen,138000000,107509799,186976250
2009-03-13,Race to Witch Mountain,50000000,67172595,105103784
2009-03-13,The Last House on the Left,15000000,32752215,46526243
2009-03-13,Sunshine Cleaning,5000000,12062558,17329337
2009-03-20,Knowing,50000000,79957634,186450317
2009-03-20,"I Love You, Man",40000000,72013010,92302502
2009-03-20,Duplicity,60000000,40572825,81079566
2009-03-27,Monsters vs. Aliens,175000000,198351526,381687380
2009-03-27,12 Rounds,20000000,12234694,17306648
2009-04-03,Fast & Furious,85000000,155064265,363064265
2009-04-03,Adventureland,9700000,16044025,17553055
2009-04-10,Hannah Montana the Movie,30000000,79576189,169173206
2009-04-10,Observe and Report,18000000,24007324,27148898
2009-04-17,17 Again,40000000,64167069,139474906
2009-04-17,State of Play,60000000,37017955,88832210
2009-04-17,Crank 2: High Voltage,20000000,13684249,35472739
2009-04-22,Earth,47000000,32011576,116773317
2009-04-24,Obsessed,20000000,68261644,73964713
2009-04-24,The Soloist,60000000,31853584,38522450
2009-04-24,Fighting,25000000,23091010,32831707
2009-05-01,X-Men Origins: Wolverine,150000000,179883157,374825760
2009-05-08,Star Trek,140000000,257730019,386839614
2009-05-15,Angels & Demons,150000000,133375846,490875846
2009-05-21,Terminator Salvation,200000000,125322469,365491792
2009-05-22,Night at the Museum: Battle of the Smithsonian,150000000,177243721,402231063
2009-05-22,Dance Flick,25000000,25794018,32224624
2009-05-28,Up,175000000,293004164,731463377
2009-05-29,Drag Me To Hell,30000000,42100625,91388487
2009-06-05,The Hangover,35000000,277322503,465764086
2009-06-05,Land of the Lost,100000000,49438370,69548641
2009-06-12,The Taking of Pelham 123,110000000,65452312,152364370
2009-06-12,Imagine That,55000000,16222392,22438144
2009-06-19,The Proposal,40000000,163958031,314709717
2009-06-19,Year One,60000000,43337279,57604723
2009-06-24,Transformers: Revenge of the Fallen,210000000,402111870,836519699
2009-06-26,My Sisters Keeper,27500000,49200230,96673002
2009-06-26,The Hurt Locker,15000000,17017811,49894223
2009-07-01,Ice Age: Dawn of the Dinosaurs,90000000,196573705,859701857
2009-07-01,Public Enemies,102000000,97104620,212282709
2009-07-10,"I Love You, Beth Cooper",18000000,14800725,16382538
2009-07-15,Harry Potter and the Half-Blood Prince,250000000,302089278,935213767
2009-07-17,(500) Days of Summer,7500000,32425665,34439060
2009-07-24,G-Force,150000000,119436770,292817841
2009-07-24,The Ugly Truth,38000000,88915214,205298907
2009-07-24,Orphan,20000000,41596251,78769428
2009-07-31,Funny People,72500000,51855045,71880305
2009-07-31,Aliens in the Attic,45000000,25200412,59551283
2009-08-07,G.I. Joe: The Rise of Cobra,175000000,150201498,302469017
2009-08-07,Julie & Julia,40000000,94125426,126646119
2009-08-07,A Perfect Getaway,14000000,15515460,22815460
2009-08-14,District 9,30000000,115646235,212453431
2009-08-14,The Time Travelers Wife,39000000,63414846,102332135
2009-08-14,"The Goods: Live Hard, Sell Hard",10000000,15122676,15297318
2009-08-14,Gake no ue no Ponyo,34000000,15090399,205312666
2009-08-21,Inglourious Basterds,70000000,120774594,316915264
2009-08-21,Shorts,20000000,20919166,29870801
2009-08-28,The Final Destination,40000000,66477700,187384627
2009-08-28,Halloween 2,15000000,33392973,38512850
2009-09-04,All About Steve,15000000,33862903,40127259
2009-09-04,Gamer,50000000,20534907,42002029
2009-09-04,Extract,7500000,10823158,10849158
2009-09-09,9,30000000,31749894,48559999
2009-09-11,I Can Do Bad All By Myself,19000000,51733921,51733921
2009-09-11,Sorority Row,12500000,11965282,26735797
2009-09-11,Whiteout,35000000,10275638,12254746
2009-09-18,Cloudy with a Chance of Meatballs,100000000,124870275,236827677
2009-09-18,The Informant!,22000000,33316821,41771168
2009-09-18,Love Happens,18000000,22965110,36133014
2009-09-18,Jennifers Body,16000000,16204793,31943401
2009-09-23,Capitalism: A Love Story,20000000,14363397,19121531
2009-09-25,Paranormal Activity,450000,107918810,194183034
2009-09-25,Surrogates,80000000,38577772,119668350
2009-09-25,Fame,18000000,22455510,80227619
2009-09-25,Pandorum,40000000,10330853,17033431
2009-10-02,Zombieland,23000000,75590286,102236596
2009-10-02,The Invention of Lying,18500000,18451251,32714818
2009-10-02,Whip It,15000000,13077184,18889972
2009-10-08,Couples Retreat,60000000,109205660,172450423
2009-10-09,An Education,7500000,12574914,29652736
2009-10-16,Where the Wild Things Are,100000000,77233467,99123656
2009-10-16,Law Abiding Citizen,53000000,73357727,131159781
2009-10-16,The Stepfather,20000000,29062561,29227561
2009-10-23,Saw VI,11000000,27693292,69752402
2009-10-23,Astro Boy,65000000,19551067,41636243
2009-10-23,Amelia,40000000,14279575,19756077
2009-10-23,Cirque du Freak: The Vampires Assistant,40000000,14046595,39753957
2009-10-28,Michael Jacksons This Is It,60000000,72091016,252091016
2009-10-30,The Boondock Saints 2: All Saints Day,8000000,10273187,10629320
2009-11-06,Disneys A Christmas Carol,190000000,137855863,315709697
2009-11-06,Precious (Based on the Novel Push by Sapphire),10000000,47566524,68722848
2009-11-06,The Men Who Stare at Goats,24000000,32428195,67348218
2009-11-06,The Fourth Kind,10000000,26218170,49486874
2009-11-06,The Box,25000000,15051977,34356760
2009-11-12,2012,200000000,166112167,757677748
2009-11-13,Fantastic Mr. Fox,40000000,21002919,47083412
2009-11-19,The Twilight Saga: New Moon,50000000,296623634,687557727
2009-11-20,The Blind Side,35000000,255959475,305705794
2009-11-20,Planet 51,60000000,42194060,108996113
2009-11-25,The Princess and the Frog,105000000,104400899,270997378
2009-11-25,Old Dogs,35000000,49492060,95104304
2009-11-25,Ninja Assassin,50000000,38122883,62209892
2009-12-04,Up in the Air,30000000,83823381,166842739
2009-12-04,Brothers,26000000,28544157,45043870
2009-12-04,Armored,20000000,15988876,23661038
2009-12-11,The Lovely Bones,95000000,44114232,94894448
2009-12-11,Invictus,60000000,37491364,124514011
2009-12-16,Crazy Heart,8500000,39471742,47417251
2009-12-17,Avatar,232000000,760507625,2789705275
2009-12-18,Did You Hear About the Morgans?,58000000,29580087,80480566
2009-12-18,Nine,80000000,19676965,53508858
2009-12-18,The Young Victoria,35000000,11001272,31878891
2009-12-23,Alvin and the Chipmunks: The Squeakquel,70000000,219614612,443483213
2009-12-25,Sherlock Holmes,90000000,209028679,498438212
2009-12-25,Its Complicated,85000000,112735375,224614744
2010-01-08,Daybreakers,20000000,30101577,51445503
2010-01-08,Leap Year,19000000,25918920,32618920
2010-01-08,Youth in Revolt,18000000,15285588,19685588
2010-01-15,The Book of Eli,80000000,94835059,158750817
2010-01-15,The Spy Next Door,28000000,24307106,46752858
2010-01-22,Tooth Fairy,48000000,60022256,112610386
2010-01-22,Legion,26000000,40168080,67647574
2010-01-22,Extraordinary Measures,31000000,12482741,15826984
2010-01-29,Edge of Darkness,60000000,43313890,82812456
2010-02-05,Dear John,25000000,80014842,142033509
2010-02-05,From Paris With Love,52000000,24077427,53139168
2010-02-12,Valentines Day,52000000,110485654,217569328
2010-02-12,Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,223050874
2010-02-12,The Wolfman,150000000,62189884,142634358
2010-02-19,Shutter Island,80000000,128012934,299461782
2010-02-19,The Ghost Writer,45000000,15541549,65532491
2010-02-26,Cop Out,37000000,44875481,55909910
2010-02-26,The Crazies,19000000,39123589,56445534
2010-03-05,Alice in Wonderland,200000000,334191110,1025491110
2010-03-05,Brooklyns Finest,17000000,27163593,39233233
2010-03-12,Green Zone,100000000,35497337,97523020
2010-03-12,Shes Out of My League,20000000,32010860,48680977
2010-03-12,Our Family Wedding,14000000,20255281,21410546
2010-03-12,Remember Me,16000000,19068240,56506120
2010-03-19,The Bounty Hunter,45000000,67061228,135808837
2010-03-19,Diary of a Wimpy Kid,15000000,64003625,76954311
2010-03-19,Repo Men,32000000,13942007,18195238
2010-03-26,How to Train Your Dragon,165000000,217581232,494870992
2010-03-26,Hot Tub Time Machine,36000000,50269859,65967750
2010-03-31,The Last Song,20000000,62950384,92678948
2010-04-01,Clash of the Titans,125000000,163214888,493214888
2010-04-02,Why Did I Get Married Too?,20000000,60095852,60831067
2010-04-09,Date Night,55000000,98711404,152269033
2010-04-16,Kick-Ass,28000000,48071303,97531134
2010-04-16,Death at a Funeral,21000000,42739347,48977233
2010-04-22,Oceans,80000000,19422319,86787530
2010-04-23,The Back-up Plan,35000000,37490007,75281179
2010-04-23,The Losers,25000000,23591432,29863840
2010-04-30,A Nightmare on Elm Street,35000000,63075011,117729621
2010-04-30,Furry Vengeance,35000000,17630465,39340177
2010-05-07,Iron Man 2,170000000,312433331,621156389
2010-05-14,Robin Hood,207000000,105487148,322459006
2010-05-14,Letters to Juliet,30000000,53032453,82148538
2010-05-14,Just Wright,12000000,21540363,21867665
2010-05-21,Shrek Forever After,165000000,238736787,756244673
2010-05-27,Sex and the City 2,95000000,95347692,294680778
2010-05-28,Prince of Persia: Sands of Time,200000000,90759676,336359676
2010-06-04,Get Him to the Greek,40000000,61153526,91455875
2010-06-04,Killers,75000000,47059963,95572749
2010-06-04,Marmaduke,50000000,33644788,89895930
2010-06-04,Splice,30000000,17010170,28542494
2010-06-11,The Karate Kid,40000000,176591618,351774938
2010-06-11,The A-Team,110000000,77222099,177241171
2010-06-18,Toy Story 3,200000000,415004880,1068879522
2010-06-18,Jonah Hex,47000000,10547117,11022696
2010-06-23,Knight and Day,116000000,76423035,258751370
2010-06-25,Grown Ups,75000000,162001186,272223430
2010-06-30,The Twilight Saga: Eclipse,68000000,300531751,706102828
2010-07-01,The Last Airbender,150000000,131772187,319713881
2010-07-09,Despicable Me,69000000,251513985,543464573
2010-07-09,Predators,40000000,52000688,127234389
2010-07-09,The Kids Are All Right,4000000,20811365,36275469
2010-07-14,The Sorcerers Apprentice,160000000,63150991,217986320
2010-07-16,Inception,160000000,292576195,835524642
2010-07-23,Salt,130000000,118311368,290650494
2010-07-23,Ramona and Beezus,15000000,26167002,27469621
2010-07-30,Dinner for Schmucks,69000000,73026337,86796502
2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383
2010-07-30,Charlie St. Cloud,44000000,31206263,48478084
2010-08-06,The Other Guys,100000000,119219978,170936470
2010-08-06,Step Up 3D,30000000,42400223,165889117
2010-08-13,The Expendables,82000000,103068524,268268174
2010-08-13,Eat Pray Love,60000000,80574010,206598789
2010-08-13,Scott Pilgrim vs. The World,85000000,31611316,48056764
2010-08-18,Vampires Suck,20000000,36661504,81424988
2010-08-20,Nanny McPhee and the Big Bang,35000000,29197642,97799865
2010-08-20,The Switch,19000000,27758465,49858465
2010-08-20,Piranha 3D,24000000,25003155,83660160
2010-08-20,Lottery Ticket,17000000,24719879,24719879
2010-08-27,Takers,32000000,57744720,70587268
2010-08-27,The Last Exorcism,1800000,41034350,70165900
2010-09-01,The American,20000000,35606376,67950723
2010-09-03,Machete,12500000,26593646,46370970
2010-09-03,Going the Distance,32000000,17804299,43603990
2010-09-10,Resident Evil: Afterlife,57500000,60128566,295874190
2010-09-17,The Town,37000000,92186262,152566881
2010-09-17,Easy A,8000000,58401464,76200721
2010-09-17,Devil,10000000,33679655,63354114
2010-09-17,Alpha and Omega 3D,20000000,25107267,48958353
2010-09-24,Legend of the Guardians: The Owls of GaHoole,100000000,55675313,139716717
2010-09-24,Wall Street 2: Money Never Sleeps,70000000,52474616,137431619
2010-09-24,You Again,20000000,25702053,32838945
2010-10-01,The Social Network,40000000,96962694,224922135
2010-10-01,Case 39,27000000,13261851,28773827
2010-10-01,Let Me In,20000000,12134935,28270399
2010-10-08,Secretariat,35000000,59699513,60376247
2010-10-08,Life as We Know It,38000000,53374681,105887837
2010-10-08,My Soul to Take,25000000,14744435,16727470
2010-10-15,Jackass 3D,20000000,117229692,171685793
2010-10-15,Red,60000000,90380162,196439693
2010-10-15,Hereafter,50000000,32746941,108660270
2010-10-29,Saw 3D,17000000,45710178,133735284
2010-11-05,Megamind,130000000,148415853,321887208
2010-11-05,Due Date,65000000,100539043,211739043
2010-11-05,For Colored Girls,21000000,37729698,38017873
2010-11-05,127 Hours,18000000,18335230,60217171
2010-11-10,Morning Glory,40000000,31011732,59795070
2010-11-12,Unstoppable,95000000,81562942,165720921
2010-11-12,Skyline,10000000,21416355,68264973
2010-11-18,Harry Potter and the Deathly Hallows: Part I,125000000,296131568,960431568
2010-11-19,The Next Three Days,30000000,21148651,67255916
2010-11-24,Tangled,258000000,200821936,586477240
2010-11-24,Burlesque,55000000,39440655,90552675
2010-11-24,Love and Other Drugs,30000000,32367005,102716321
